symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period
TECH,"{'mean': 74.57456099450971, 'std': 6.496027212927652, 'min': 52.83000183105469, 'max': 89.41999816894531, 'median': 74.68000030517578, 'skewness': -0.5035397920128397, 'kurtosis': 0.12346543808574895}","{'test_statistic': -3.0198215288950787, 'p_value': 0.033084325903728354, 'critical_values': {'1%': -3.4445220811896657, '5%': -2.8677891615873192, '10%': -2.5700985643950656}}","{'annual_volatility': 0.3420909915253429, 'max_volatility': 0.6506887939257433, 'min_volatility': 0.1217319075844555, 'avg_volatility': 0.32504674680194984}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TEL,"{'mean': 136.80252674764432, 'std': 10.631848615426348, 'min': 114.66000366210938, 'max': 159.66000366210938, 'median': 139.42999267578125, 'skewness': -0.06682324535407541, 'kurtosis': -1.2102471010611304}","{'test_statistic': -2.037667481866978, 'p_value': 0.2703052393993216, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.21152109613533654, 'max_volatility': 0.30501486111779086, 'min_volatility': 0.11495077542504785, 'avg_volatility': 0.20592766712983498}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TER,"{'mean': 110.61970003769281, 'std': 16.753646847743482, 'min': 82.76000213623047, 'max': 163.0, 'median': 105.98999786376953, 'skewness': 1.0072047687673469, 'kurtosis': 0.3240217740174063}","{'test_statistic': -2.0226501089489517, 'p_value': 0.27673096089022475, 'critical_values': {'1%': -3.4447721346720885, '5%': -2.8678991615065095, '10%': -2.570157193174823}}","{'annual_volatility': 0.39122836958238155, 'max_volatility': 0.8173768225873391, 'min_volatility': 0.2178173768886533, 'avg_volatility': 0.37229264724799666}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TFC,"{'mean': 36.64554598397821, 'std': 5.922594403738862, 'min': 26.209999084472656, 'max': 50.38999938964844, 'median': 36.5, 'skewness': 0.3346852561509694, 'kurtosis': -0.806202417058977}","{'test_statistic': -1.5932555293433295, 'p_value': 0.4869805967820727, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.3655519641073862, 'max_volatility': 0.8122082432004851, 'min_volatility': 0.171822745062141, 'avg_volatility': 0.33176650720205064}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TFX,"{'mean': 230.35209825666865, 'std': 19.659499146506725, 'min': 179.38999938964844, 'max': 274.1099853515625, 'median': 234.6199951171875, 'skewness': -0.2888538935445277, 'kurtosis': -0.6241807178011438}","{'test_statistic': -2.1427179819634485, 'p_value': 0.2276878550363911, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.29639734271959733, 'max_volatility': 0.5645786591817087, 'min_volatility': 0.10220208041946303, 'avg_volatility': 0.2664529904229658}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TGT,"{'mean': 146.074004571494, 'std': 17.349423326538417, 'min': 105.01000213623047, 'max': 181.02000427246094, 'median': 148.44000244140625, 'skewness': -0.47209736875774594, 'kurtosis': -0.3867984085410079}","{'test_statistic': -1.718800082342518, 'p_value': 0.4214530650349594, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3080450140183459, 'max_volatility': 0.6765293154681582, 'min_volatility': 0.15326147344573893, 'avg_volatility': 0.2892615417634412}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TJX,"{'mean': 93.99650956017047, 'std': 13.100220253969889, 'min': 73.54000091552734, 'max': 120.2300033569336, 'median': 91.58000183105469, 'skewness': 0.4390166239157926, 'kurtosis': -0.9458848908738968}","{'test_statistic': -0.214825444830188, 'p_value': 0.936731237086435, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.16607468365651307, 'max_volatility': 0.30000249987454747, 'min_volatility': 0.08301771949057263, 'avg_volatility': 0.16248885238238456}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TMO,"{'mean': 551.3666812480134, 'std': 39.337303540761994, 'min': 431.4100036621094, 'max': 624.2100219726562, 'median': 553.2100219726562, 'skewness': -0.6124675138297798, 'kurtosis': 0.28804803952230973}","{'test_statistic': -2.035361149127718, 'p_value': 0.271286846618703, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2150360695079949, 'max_volatility': 0.33275962923747654, 'min_volatility': 0.11132474529270066, 'avg_volatility': 0.20571965107505005}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TMUS,"{'mean': 160.29670205616594, 'std': 23.89731526214277, 'min': 126.55000305175781, 'max': 235.30999755859375, 'median': 154.5399932861328, 'skewness': 1.1536383757410873, 'kurtosis': 0.6405868009958313}","{'test_statistic': 1.9848330527923292, 'p_value': 0.9986529163016146, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.17520984315003357, 'max_volatility': 0.3381080665719787, 'min_volatility': 0.060151702293144184, 'avg_volatility': 0.16091865291539795}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TPR,"{'mean': 40.11899355902661, 'std': 5.451570466561545, 'min': 26.59000015258789, 'max': 52.220001220703125, 'median': 41.4900016784668, 'skewness': -0.846661903945425, 'kurtosis': 0.09533817650838117}","{'test_statistic': -0.9780362805910249, 'p_value': 0.7611905416236779, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.33456911702824793, 'max_volatility': 0.597772684653043, 'min_volatility': 0.1634937402224091, 'avg_volatility': 0.31304552149511844}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TRGP,"{'mean': 99.8876446186858, 'std': 28.857514976876832, 'min': 66.8499984741211, 'max': 192.27999877929688, 'median': 86.25, 'skewness': 0.9853573101680537, 'kurtosis': -0.11641613574121701}","{'test_statistic': 3.378649693411266, 'p_value': 1.0, 'critical_values': {'1%': -3.444583778100581, '5%': -2.8678163032301995, '10%': -2.570113030490433}}","{'annual_volatility': 0.24072858782637083, 'max_volatility': 0.3855085059431162, 'min_volatility': 0.11672670587844096, 'avg_volatility': 0.23026355617041425}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TRMB,"{'mean': 53.92503205816036, 'std': 5.293888107500376, 'min': 40.81999969482422, 'max': 72.6500015258789, 'median': 53.400001525878906, 'skewness': 0.20131038501763085, 'kurtosis': 0.17580823559721326}","{'test_statistic': -0.765833380338144, 'p_value': 0.8289528571669136, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.30924900865918864, 'max_volatility': 0.6422424715262075, 'min_volatility': 0.13790795022887636, 'avg_volatility': 0.2739492841075035}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TROW,"{'mean': 110.4079445424376, 'std': 6.452409467939448, 'min': 88.38999938964844, 'max': 128.75, 'median': 110.55000305175781, 'skewness': -0.5512094243485953, 'kurtosis': 0.6638149053339779}","{'test_statistic': -3.028823639175508, 'p_value': 0.032288911370699155, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.26473332227332225, 'max_volatility': 0.43821178280624634, 'min_volatility': 0.11546307110261367, 'avg_volatility': 0.2536915656424744}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TRV,"{'mean': 195.82839426698214, 'std': 25.749489887096953, 'min': 157.9199981689453, 'max': 265.45001220703125, 'median': 187.60000610351562, 'skewness': 0.43830669773903325, 'kurtosis': -0.875667332538852}","{'test_statistic': 0.11117173326646874, 'p_value': 0.966815614735404, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.22505206129492766, 'max_volatility': 0.3999463953687732, 'min_volatility': 0.08773943233079597, 'avg_volatility': 0.20743511527312913}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TSCO,"{'mean': 239.62321214042842, 'std': 27.58478024451995, 'min': 187.80999755859375, 'max': 303.739990234375, 'median': 233.0, 'skewness': 0.37405881412793873, 'kurtosis': -0.8975006732012796}","{'test_statistic': -0.9744884046797118, 'p_value': 0.7624549905023752, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.24342330364139322, 'max_volatility': 0.3567870068392043, 'min_volatility': 0.12134142217554833, 'avg_volatility': 0.2368323086524161}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TSLA,"{'mean': 212.06449671220474, 'std': 38.12396086212416, 'min': 108.0999984741211, 'max': 321.2200012207031, 'median': 210.60000610351562, 'skewness': -0.10498260390392304, 'kurtosis': -0.5513989830871577}","{'test_statistic': -2.1251996752437567, 'p_value': 0.23450314178177756, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.577347330122653, 'max_volatility': 1.034333590728779, 'min_volatility': 0.26616221744355595, 'avg_volatility': 0.5351383906763455}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TSN,"{'mean': 56.18338326366351, 'std': 5.0498053574282835, 'min': 45.16999816894531, 'max': 66.1500015258789, 'median': 56.630001068115234, 'skewness': -0.1625717680099364, 'kurtosis': -0.7883975883412044}","{'test_statistic': -2.1482334368183253, 'p_value': 0.22556689956906617, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2494968598178919, 'max_volatility': 0.6491142597384438, 'min_volatility': 0.13410120286177823, 'avg_volatility': 0.23258382078957804}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TT,"{'mean': 254.45376877713255, 'std': 72.10944961757097, 'min': 163.22999572753906, 'max': 410.5799865722656, 'median': 230.47000122070312, 'skewness': 0.49318422308567555, 'kurtosis': -1.1596643664727924}","{'test_statistic': 1.4461233368131257, 'p_value': 0.99731392316699, 'critical_values': {'1%': -3.4447721346720885, '5%': -2.8678991615065095, '10%': -2.570157193174823}}","{'annual_volatility': 0.25571681307984295, 'max_volatility': 0.5369005865029505, 'min_volatility': 0.11609751506683631, 'avg_volatility': 0.24219758286267004}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TTWO,"{'mean': 143.11389712347975, 'std': 16.217706964361142, 'min': 102.26000213623047, 'max': 179.1699981689453, 'median': 145.97000122070312, 'skewness': -0.7802412310814058, 'kurtosis': -0.1621746834781974}","{'test_statistic': -1.802105698301252, 'p_value': 0.37941677512752703, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2661570964830422, 'max_volatility': 0.48133338680350535, 'min_volatility': 0.11047805692347583, 'avg_volatility': 0.2509527776794593}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TXN,"{'mean': 177.05835104703394, 'std': 16.679485893291062, 'min': 140.5, 'max': 220.2899932861328, 'median': 174.19000244140625, 'skewness': 0.3442482002808141, 'kurtosis': -0.6260568011280792}","{'test_statistic': -0.655614555125477, 'p_value': 0.8579139287560398, 'critical_values': {'1%': -3.444836032925901, '5%': -2.8679272692747415, '10%': -2.5701721745036776}}","{'annual_volatility': 0.2584020414647971, 'max_volatility': 0.43235662645428335, 'min_volatility': 0.13905596645147555, 'avg_volatility': 0.24767713356096985}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TXT,"{'mean': 79.47199128373532, 'std': 8.970636350035699, 'min': 61.869998931884766, 'max': 96.9800033569336, 'median': 78.5199966430664, 'skewness': -0.0848777347034676, 'kurtosis': -1.0821665402510496}","{'test_statistic': -1.4769426210998053, 'p_value': 0.5448851043680413, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2386163584578426, 'max_volatility': 0.44538911669439973, 'min_volatility': 0.10192482172849553, 'avg_volatility': 0.22121655696263037}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
TYL,"{'mean': 433.3767662946877, 'std': 81.86957726229755, 'min': 305.1300048828125, 'max': 623.219970703125, 'median': 412.4599914550781, 'skewness': 0.7522786566528357, 'kurtosis': -0.3988492932818919}","{'test_statistic': 0.26131818802978063, 'p_value': 0.9754984996996431, 'critical_values': {'1%': -3.4445220811896657, '5%': -2.8677891615873192, '10%': -2.5700985643950656}}","{'annual_volatility': 0.2546395433916658, 'max_volatility': 0.41595459496025483, 'min_volatility': 0.11309022416728584, 'avg_volatility': 0.2390183024999279}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
UAL,"{'mean': 47.887858584810374, 'std': 8.221049151566554, 'min': 33.900001525878906, 'max': 87.58000183105469, 'median': 46.81999969482422, 'skewness': 1.8807336460410684, 'kurtosis': 5.546239052820952}","{'test_statistic': 1.5744053397771665, 'p_value': 0.9977787215137411, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.4138415740397516, 'max_volatility': 0.734277197193607, 'min_volatility': 0.1928092486825529, 'avg_volatility': 0.37861755973319866}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
UBER,"{'mean': 55.56698082754392, 'std': 16.721595111969076, 'min': 25.360000610351562, 'max': 86.33999633789062, 'median': 57.970001220703125, 'skewness': -0.10566736690300492, 'kurtosis': -1.4190325422764771}","{'test_statistic': -1.5390506424045751, 'p_value': 0.5141127651600799, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.381442516489741, 'max_volatility': 0.6404545540514042, 'min_volatility': 0.16725122421869668, 'avg_volatility': 0.3668406749771869}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
UDR,"{'mean': 39.621456048218036, 'std': 3.2819218442399465, 'min': 31.40999984741211, 'max': 47.130001068115234, 'median': 39.880001068115234, 'skewness': -0.16623083202379696, 'kurtosis': -0.4548042577540299}","{'test_statistic': -1.4772342327711145, 'p_value': 0.5447416813802034, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.21969819562864992, 'max_volatility': 0.38862956654062186, 'min_volatility': 0.10278855376772653, 'avg_volatility': 0.2076294692753101}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
UHS,"{'mean': 161.86672354459253, 'std': 33.08732913537459, 'min': 116.54000091552734, 'max': 241.52000427246094, 'median': 152.61000061035156, 'skewness': 0.8672518674922721, 'kurtosis': -0.25917345664768643}","{'test_statistic': -0.7480520673878961, 'p_value': 0.8339074111884506, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.2725950377424815, 'max_volatility': 0.4876112625366908, 'min_volatility': 0.14043409325580994, 'avg_volatility': 0.25427627111000556}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
ULTA,"{'mean': 445.9674513365523, 'std': 61.831017288608635, 'min': 320.54998779296875, 'max': 567.1799926757812, 'median': 439.9800109863281, 'skewness': 0.15038377764299793, 'kurtosis': -1.2958277073785576}","{'test_statistic': -1.3519288200864683, 'p_value': 0.6050929912334821, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3013955357924224, 'max_volatility': 0.6028596476844756, 'min_volatility': 0.12850172234362348, 'avg_volatility': 0.2735952363336279}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
